Campaign,Ad group,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Avg. CPC,CTR,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - DNA Testing A,Psych Meds,Jan-23,30/01/2023,dna testing for psychiatric drugs,dna testing for anxiety medicine,USD,1,1,1.38,100.00%,1.38,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetic testing near me,pharmacogenetic testing near me,USD,42,7,3.23,16.67%,22.6,0,0,0, , 
SS - DNA Testing B,mental health,Feb-23,20/02/2023,Mental Health dna test,genetic testing for psychiatric medications,USD,4,1,2.52,25.00%,2.52,0,0,0, , 
SS - DNA Testing B,mental health,Jan-23,23/01/2023,Mental Health dna test,bipolar genetic testing,USD,5,2,1.02,40.00%,2.05,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,2/01/2023,genetic testing for mental health medication,genetic testing for mental illness,USD,17,2,3.91,11.76%,7.82,748.5,1,95.72,7.82,748.5
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,13/02/2023,pgx genetic testing,pgx pharmacogenomics,USD,7,1,2.26,14.29%,2.26,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,9/01/2023,genetic testing for mental health medication,cheek swab test for medication,USD,1,1,0.91,100.00%,0.91,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,3/04/2023,genetic test for medication,test to see what medications work for you,USD,7,1,4.82,14.29%,4.82,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,3/04/2023,genetic testing for mental health medication,genetic testing for medication efficacy,USD,4,1,4.4,25.00%,4.4,0,0,0, , 
SS - DNA Testing B,mental health,Apr-23,10/04/2023,Mental Health dna test psychiatrists,dna test for medication effectiveness,USD,3,1,5.13,33.33%,5.13,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,23/01/2023,genetic testing depression,genetic testing depression,USD,9,2,1.6,22.22%,3.19,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,27/03/2023,pharmacogenetics test,pharmacogenetic testing,USD,48,2,2.47,4.17%,4.94,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,24/04/2023,genetic medication testing,genetic medication testing,USD,52,8,3.82,15.38%,30.54,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,20/02/2023,genetic testing for antidepressant response,genesite,USD,2,1,2.76,50.00%,2.76,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,13/02/2023,dna test for antidepressants,dna test for antidepressants,USD,44,3,6.2,6.82%,18.59,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,24/04/2023,pharmacogenomic test,pharmacogenomic test,USD,24,2,2.78,8.33%,5.56,324.35,1,58.34,5.56,324.35
SS - Genetic Testing - Sol8,mental health,Mar-23,6/03/2023,genetic testing for mental health medication,genetic testing mental health,USD,4,1,2.84,25.00%,2.84,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,20/03/2023,genetic medication testing,genetic testing mental health medication,USD,1,1,5.07,100.00%,5.07,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,6/02/2023,pharmacogenetic tests,medication gene testing,USD,1,1,1.71,100.00%,1.71,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,30/01/2023,pharmacogenetics testing,pharmacogenetic testing,USD,84,5,4.23,5.95%,21.13,0,0,0, , 
SS - Competitors,Genesight,Jan-23,9/01/2023,genesight testing,genesight testing for adhd,USD,18,1,5.72,5.56%,5.72,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,27/02/2023,genetic test for medication,drug compatibility test,USD,6,1,1.72,16.67%,1.72,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,6/03/2023,genetic test for medication,gene test for medication,USD,23,2,4.27,8.70%,8.53,0,0,0, , 
SS - Competitors,Genesight,Feb-23,30/01/2023,genesight testing,genesight testing for antidepressants,USD,4,1,9.15,25.00%,9.15,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,27/02/2023,pharmacogenetic testing for depression,pharmacogenetic testing for depression,USD,11,1,1.8,9.09%,1.8,0,0,0, , 
SS - DNA Testing B,mental health,Apr-23,10/04/2023,Mental Health dna test,genetic testing mental disorders,USD,2,1,20.98,50.00%,20.98,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,2/01/2023,genetic testing for mental health medication,gene test for antidepressants,USD,5,1,3.57,20.00%,3.57,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,6/03/2023,genetic testing for mental health medication,genetic testing for depression medicine,USD,3,2,12.9,66.67%,25.79,0,0,0, , 
SS - Genetic Testing TROAS,medication,Jan-23,2/01/2023,genetic medication testing,genetic testing for anxiety medication,USD,4,1,2.73,25.00%,2.73,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,6/02/2023,genetic testing for antidepressant response,which antidepressant is right for me test,USD,1,1,5.62,100.00%,5.62,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,27/02/2023,genetic test for medication,genetic testing to see what medications work,USD,3,1,2.84,33.33%,2.84,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,20/03/2023,genetic testing for mental health medication,saliva test for anxiety medications,USD,4,1,10.26,25.00%,10.26,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic test for antidepressants,genetic testing for anxiety medication,USD,1,2,11.18,200.00%,22.36,0,0,0, , 
SS - Brand,Trademark,Jan-23,23/01/2023,clarityx dna,clarityxdna,USD,11,9,1.42,81.82%,12.82,0,0,0, , 
SS - Genetic Testing TROAS,ssris,Mar-23,20/03/2023,ssri genetic testing,genetic testing ssri,USD,4,2,2.2,50.00%,4.4,0,0,0, , 
SS - DNA Testing B,mental health,Apr-23,3/04/2023,Mental Health dna test,gene testing for mental illness,USD,3,1,4.3,33.33%,4.3,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Jan-23,30/01/2023,pharmacogenomic testing,pharmacogenomic testing,USD,47,3,4.1,6.38%,12.3,299.25,1,24.33,12.3,299.25
SS - Genetic Testing TROAS,medication,Jan-23,30/01/2023,genetic testing for medication,genetic testing for medication,USD,66,6,4.89,9.09%,29.33,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,2/01/2023,genetic testing for mental health medication,blood tests for psychotropic medications,USD,2,1,4.05,50.00%,4.05,0,0,0, , 
SS - DNA Testing A,medication,May-23,8/05/2023,dna medical testing for medications,genetic testing for anxiety medicine,USD,1,1,3.38,100.00%,3.38,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,22/05/2023,pharmacogenomics testing,pharmacogenomics testing,USD,87,5,3.12,5.75%,15.59,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,1/05/2023,pharmacogenomics testing,drug metabolism genetic testing,USD,3,1,2.03,33.33%,2.03,0,0,0, , 
SS - Competitors,Genesight,Apr-23,3/04/2023,genesight test,genesight testing for adhd,USD,1,1,2.77,100.00%,2.77,0,0,0, , 
SS - Competitors,Genesight,May-23,15/05/2023,genesight test,genesight test,USD,135,23,2.03,17.04%,46.79,0,0,0, , 
SS - Brand,Trademark,Apr-23,3/04/2023,clarity x dna,clarity x dna,USD,12,8,2.32,66.67%,18.58,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,13/03/2023,genetic testing for antidepressants,genetic tests for antidepressants,USD,2,1,1.92,50.00%,1.92,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,2/01/2023,pgx genetic testing,pgx genetic testing,USD,10,1,3.72,10.00%,3.72,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,17/04/2023,genetic testing for mental health medication,mthfr gene mutation test,USD,5,1,7.56,20.00%,7.56,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,13/02/2023,pharmacogenetics test,swab test for medications,USD,4,1,3.94,25.00%,3.94,0,0,0, , 
SS - Brand,General Terms,May-23,22/05/2023,clarityx dna reviews,clarityx dna reviews,USD,18,1,0.25,5.56%,0.25,0,0,0, , 
SS - Competitors,Genesight,Jan-23,30/01/2023,genesight test,genesight unitedhealthcare,USD,1,1,13.96,100.00%,13.96,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,27/03/2023,pharmacogenomics testing,genetic test for drug metabolism,USD,1,1,1.26,100.00%,1.26,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,8/05/2023,pharmacogenomics testing,gene testing for medications,USD,8,2,8.34,25.00%,16.67,0,0,0, , 
SS - DNA Testing A,Psych Meds,Feb-23,6/02/2023,dna testing for psychiatric drugs,genetic testing for best antidepressant,USD,2,1,5.57,50.00%,5.57,0,0,0, , 
SS - DNA Testing A,Psych Meds,Mar-23,13/03/2023,dna testing for psychiatric drugs,genetic testing for ssri response,USD,2,1,3.08,50.00%,3.08,0,0,0, , 
SS - DNA Testing A,Psych Meds,Mar-23,27/03/2023,dna testing for psychiatric drugs,genetic psychiatric testing,USD,1,1,7.82,100.00%,7.82,0,0,0, , 
SS - Competitors,Genesight,Feb-23,6/02/2023,genesight test,the genesight test,USD,2,1,5.41,50.00%,5.41,0,0,0, , 
SS - Brand,Trademark,Mar-23,13/03/2023,clarityx dna,clarity dna,USD,1,1,2.24,100.00%,2.24,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,17/04/2023,genetic testing for antidepressants,gene test for antidepressants,USD,6,1,1.69,16.67%,1.69,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,May-23,15/05/2023,genetic testing for antidepressants,gene testing for antidepressants,USD,13,1,8.71,7.69%,8.71,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,6/03/2023,dna test for medication,blood test for medication compatibility,USD,1,1,4.31,100.00%,4.31,0,0,0, , 
SS - Genetic Testing TROAS,bipolar,Jan-23,2/01/2023,genetic testing for bipolar medication,bipolar genetic testing,USD,8,1,2.08,12.50%,2.08,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,20/03/2023,Mental Health dna test,genetic testing for mental health,USD,15,1,5.24,6.67%,5.24,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,16/01/2023,genetic testing for mental health medication,genome testing for medication,USD,1,1,5.84,100.00%,5.84,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,1/05/2023,pharmacogenomics testing,dna test for medications,USD,1,1,4.44,100.00%,4.44,0,0,0, , 
SS - Competitors,Genesight,Apr-23,10/04/2023,genesight test,genesight rx,USD,1,1,4.88,100.00%,4.88,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,6/02/2023,pharmacogenetics test,genetic testing for drugs,USD,1,1,9.22,100.00%,9.22,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,23/01/2023,dna testing for psychiatric drugs,dna test for mental disorders,USD,3,1,2.2,33.33%,2.2,0,0,0, , 
SS - DNA Testing B,depression,Apr-23,10/04/2023,dna test for depression,blood test to determine antidepressant,USD,4,1,2.1,25.00%,2.1,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Feb-23,27/02/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,6,1,5.89,16.67%,5.89,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetics test,genome testing for medication,USD,2,1,1.67,50.00%,1.67,0,0,0, , 
SS - DNA Testing B,depression,Apr-23,10/04/2023,depression dna test swab,dna depression test,USD,1,1,9.5,100.00%,9.5,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,27/03/2023,genetic testing for mental health medication,gene testing for mental health,USD,3,1,4.76,33.33%,4.76,0,0,0, , 
SS - Competitors,Genesight,Mar-23,13/03/2023,genesight testing,genesight testing for antidepressants,USD,7,1,8.35,14.29%,8.35,0,0,0, , 
SS - Competitors,Genesight,Mar-23,20/03/2023,genesight testing,genesight testing at home,USD,6,2,1.68,33.33%,3.35,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,16/01/2023,dna test for medication,gene testing for medication,USD,22,1,4.28,4.55%,4.28,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,9/01/2023,dna test for medication,dna test for medication effectiveness,USD,6,2,8.78,33.33%,17.56,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,17/04/2023,genetic testing for antidepressants,gene testing for mental health medications,USD,1,1,4.42,100.00%,4.42,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,24/04/2023,pgx testing companies,pharmacogenomics companies,USD,5,1,1.71,20.00%,1.71,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,30/01/2023,genetic medication testing,genetic medication testing,USD,32,5,4.59,15.63%,22.95,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,10/04/2023,pharmacogenetics,pharmcogenetics,USD,1,1,10.96,100.00%,10.96,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,3/04/2023,genetic test for medication,drug genetic testing,USD,3,1,8.83,33.33%,8.83,0,0,0, , 
SS - Competitors,Genesight,Jan-23,9/01/2023,genesight test,genesight dna test,USD,7,1,5.56,14.29%,5.56,0,0,0, , 
SS - DNA Testing A,antidepressants,Mar-23,20/03/2023,dna test for antidepressants,antidepressant dna test,USD,6,2,5.23,33.33%,10.45,0,0,0, , 
SS - Genetic Testing TROAS,medication,May-23,8/05/2023,gene testing for medication,genome testing for medication,USD,2,1,4.53,50.00%,4.53,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,10/04/2023,gene testing for medication,gene testing for medication,USD,148,10,3.73,6.76%,37.34,0,0,0, , 
SS - Genetic Testing TROAS,medication,Jan-23,26/12/2022,genetic testing for medication efficacy,genetic testing for medication efficacy,USD,7,1,3.24,14.29%,3.24,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,13/03/2023,pharmacogenetic testing for depression,gene test for antidepressants,USD,1,1,5.36,100.00%,5.36,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,30/01/2023,pharmacogenetics testing,pharmacogenetics testing,USD,22,3,3.19,13.64%,9.58,409.7,1,42.77,9.58,409.7
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,27/02/2023,pharmacogenomics testing,genetic testing for medication,USD,12,1,2.38,8.33%,2.38,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,20/02/2023,pgx testing companies,best pharmacogenetic testing companies,USD,5,1,3.2,20.00%,3.2,0,0,0, , 
SS - Competitors,Genesight,May-23,8/05/2023,genesight.com,genesight com,USD,13,1,4.48,7.69%,4.48,0,0,0, , 
SS - Competitors,Genesight,Jan-23,23/01/2023,genesight.com,genesight psychotropic combinatorial pharmacogenomic test,USD,1,1,3.07,100.00%,3.07,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,30/01/2023,genetic testing for mental health medication,genetic psychotropic testing,USD,1,1,3.87,100.00%,3.87,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,17/04/2023,pharmacogenomics testing,genetic testing for drug metabolism,USD,2,1,2.95,50.00%,2.95,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Apr-23,27/03/2023,adhd genetic testing,genetic testing for adhd,USD,1,1,4.23,100.00%,4.23,0,0,0, , 
SS - DNA Testing A,antidepressants,Mar-23,13/03/2023,dna test antidepressants,dna test for best antidepressant,USD,2,1,7.31,50.00%,7.31,0,0,0, , 
SS - DNA Testing A,Psych Meds,Apr-23,3/04/2023,dna testing for psychiatric drugs,genetic testing for mental health,USD,11,1,3.11,9.09%,3.11,0,0,0, , 
SS - Genetic Testing TROAS,depression,Mar-23,27/02/2023,genetic testing for mental health meds,gene psych testing,USD,8,1,5.76,12.50%,5.76,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,9/01/2023,blood test for antidepressant,dna test to determine antidepressant,USD,1,1,7.14,100.00%,7.14,0,0,0, , 
SS - DNA Testing A,medication,Apr-23,17/04/2023,dna medical testing for medications,genetic testing for metabolism of medications,USD,1,1,7.99,100.00%,7.99,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,8/05/2023,pharmacogenomics testing,genetic medication,USD,1,1,3.13,100.00%,3.13,0,0,0, , 
SS - Genetic Testing TROAS,adhd,May-23,15/05/2023,adhd genetic testing,gene site testing for adhd,USD,1,1,3.27,100.00%,3.27,0,0,0, , 
SS - Brand,Trademark,Mar-23,13/03/2023,ClarityX,clairityx,USD,2,2,0.65,100.00%,1.29,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,30/01/2023,dna test for antidepressants,depression genetic testing,USD,4,1,2.76,25.00%,2.76,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,9/01/2023,dna test for medication,dna test to determine medication,USD,7,2,3.23,28.57%,6.46,0,0,0, , 
SS - Competitors,Genesight,Feb-23,13/02/2023,genesight.com,genesight adhd,USD,16,3,3.66,18.75%,10.99,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,9/01/2023,dna test for medication,dna testing medication,USD,1,1,9.86,100.00%,9.86,0,0,0, , 
SS - Brand,Trademark,Apr-23,10/04/2023,clarity x dna,clarity x,USD,25,10,2.14,40.00%,21.36,748.5,2,35.04,10.68,374.25
SS - Genetic Testing TROAS,antidepressants,May-23,8/05/2023,genetic testing for antidepressants,gene testing for antidepressants,USD,19,1,7.43,5.26%,7.43,299.25,1,40.28,7.43,299.25
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic testing for antidepressants,gene test for antidepressants,USD,13,1,1.75,7.69%,1.75,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,13/03/2023,Mental Health dna test,genetic testing for mental health,USD,16,2,10.59,12.50%,21.18,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,20/03/2023,Mental Health dna test,mental health dna,USD,1,1,5.09,100.00%,5.09,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,24/04/2023,pharmacogenomics testing,pharma genetic testing,USD,1,1,2.61,100.00%,2.61,374.25,1,143.39,2.61,374.25
SS - Genetic Testing TROAS,medication,Feb-23,13/02/2023,genetic test for medication,genetic medicine testing,USD,1,1,3.44,100.00%,3.44,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic test for medication,genetic testing for medication sensitivity,USD,6,1,7.3,16.67%,7.3,0,0,0, , 
SS - Competitors,Tempus,Jan-23,9/01/2023,tempus genetic testing,tempus test,USD,14,2,5.83,14.29%,11.66,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,30/01/2023,pharmacogenetic tests,pharmacogenetic testing,USD,37,2,7.8,5.41%,15.6,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,20/03/2023,genetic test for medication,blood test for medication compatibility,USD,5,2,3.69,40.00%,7.37,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,3/04/2023,genetic testing for antidepressants,test to see what antidepressant will work,USD,9,4,2.11,44.44%,8.42,0,0,0, , 
SS - Genetic Testing TROAS,OCD,Mar-23,20/03/2023,ocd genetic testing,genetic testing for ocd,USD,4,1,4.9,25.00%,4.9,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,24/04/2023,genetic test for medication,genetic test medication,USD,2,1,4.22,50.00%,4.22,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,24/04/2023,genetic testing for antidepressant response,test to see what medications work for you,USD,5,1,6.31,20.00%,6.31,0,0,0, , 
SS - Genetic Testing TROAS,medication,May-23,22/05/2023,genetic medication testing,genetic medication testing,USD,46,6,6.05,13.04%,36.31,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Feb-23,6/02/2023,adhd genetic testing,cheek swab for adhd,USD,2,1,2.64,50.00%,2.64,0,0,0, , 
SS - Genetic Testing TROAS,adhd,May-23,15/05/2023,genetic testing for adhd medication,genetic testing for adhd medications,USD,28,5,3.22,17.86%,16.11,0,0,0, , 
SS - Competitors,Genesight,Apr-23,3/04/2023,genesight test,genesight testing reviews,USD,1,1,9.81,100.00%,9.81,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,May-23,8/05/2023,best genetic testing for psychiatric medications,psychotropic genetic testing,USD,4,1,2.33,25.00%,2.33,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics test,genetic testing for medicine,USD,1,1,5.3,100.00%,5.3,0,0,0, , 
SS - Competitors,Tempus,Jan-23,23/01/2023,Tempus,ngs tempus,USD,2,1,9.78,50.00%,9.78,0,0,0, , 
SS - DNA Testing A,Psych Meds,Mar-23,13/03/2023,dna testing for psychiatric drugs,genetic testing for antidepressants near me,USD,1,2,5.44,200.00%,10.88,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,13/02/2023,genetic testing for mental health medication,mouth swab for medication,USD,4,1,4.25,25.00%,4.25,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,17/04/2023,pharmacogenomic testing,pharmacogenic testing,USD,1,1,3.62,100.00%,3.62,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetics test,genetic testing for medications,USD,6,1,2.84,16.67%,2.84,0,0,0, , 
