Campaign,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - DNA Testing A,Feb-23,13/02/2023,dna medical testing for medications,genetic test for antidepressants,USD,4,1,3.44,0,0,0, --, --
SS - DNA Testing A,Apr-23,10/04/2023,dna medical testing for medications,blood test for medication compatibility,USD,5,1,7.63,299.25,1,39.22,7.63,299.25
SS - DNA Testing A,Jan-23,23/01/2023,dna test antidepressants,genetic test for antidepressants,USD,17,1,14.68,0,0,0, --, --
SS - DNA Testing A,Apr-23,24/04/2023,dna test antidepressants,gene test for antidepressants,USD,2,1,16.3,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,6/02/2023,pharmacogenetic testing for depression,test for best antidepressant,USD,3,2,11.76,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,blood test for antidepressant,dna test to determine antidepressant,USD,1,1,7.14,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna medical testing for medications,genetic testing for metabolism of medications,USD,1,1,7.99,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,adhd genetic testing,gene site testing for adhd,USD,1,1,3.27,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenomics testing,genetic medication,USD,1,1,3.13,0,0,0, --, --
SS - Brand,Mar-23,13/03/2023,ClarityX,clairityx,USD,2,2,1.29,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic testing for mental health meds,gene psych testing,USD,8,1,5.76,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,dna test for antidepressants,depression genetic testing,USD,4,1,2.76,0,0,0, --, --
SS - Competitors,Feb-23,13/02/2023,genesight.com,genesight adhd,USD,16,3,10.99,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,dna test to determine medication,USD,7,2,6.46,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing depression,genetic testing anxiety and depression,USD,2,2,9.67,0,0,0, --, --
SS - DNA Testing B,Jan-23,2/01/2023,depression dna test swab,genetic test for antidepressants,USD,10,1,2.22,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenomic testing for antidepressants,dna antidepressant test,USD,1,1,4.66,0,0,0, --, --
SS - DNA Testing B,Feb-23,13/02/2023,Mental Health dna test,is there a genetic test for schizophrenia,USD,3,1,1.98,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/02/2023,Mental Health dna test,genetic mental health testing,USD,4,1,3.69,0,0,0, --, --
SS - DNA Testing B,Apr-23,17/04/2023,Mental Health dna test,schizophrenia dna test,USD,9,1,2.22,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenetics,psycho pharmacogenetic testing,USD,1,1,4.28,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,dna pharmacogenetic testing,genetic testing to see what medications work,USD,1,1,3.73,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,6/02/2023,pharmacogenetic tests,pharmacogenetic testing,USD,63,3,17.78,0,0,0, --, --
SS - DNA Testing B,Feb-23,13/02/2023,Mental Health dna test,mental health dna test,USD,6,1,6.4,0,0,0, --, --
SS - DNA Testing B,Jan-23,9/01/2023,Mental Health dna test,genetic testing for psychiatric drugs,USD,3,1,2.2,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,3/04/2023,pgx genetic testing,pgx testing,USD,4,1,2.21,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenetics test,dna test for medications compatibility,USD,1,1,4.14,0,0,0, --, --
SS - Brand,Jan-23,9/01/2023,ClarityX,clarityx,USD,97,54,28.23,374.25,1,13.26,28.23,374.25
SS - DNA Testing A,Feb-23,30/01/2023,dna test antidepressants,swab test for antidepressants,USD,1,2,18.7,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmacogenomic test,combinatorial pharmacogenomic test,USD,3,1,2.66,299.25,1,112.5,2.66,299.25
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenomic test,dna testing for pharmaceuticals,USD,1,1,13.69,0,0,0, --, --
SS - Competitors,Apr-23,3/04/2023,genesight testing,genesight testing,USD,"1,919",286,840.21,623.6,2,0.74,420.11,311.8
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetics test,test for medication metabolism,USD,3,1,4.42,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic medication testing,genetic medication testing,USD,42,4,16.84,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenomic testing for antidepressants,dna test for antidepressants,USD,3,2,10.04,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic testing for medication adhd,genetic testing for adhd,USD,12,2,5.55,374.25,1,67.43,5.55,374.25
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic testing antidepressants,genetic testing for mental health drugs,USD,3,1,4.79,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test for antidepressants,dna test for psychotropic medications,USD,1,1,11.79,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna medical testing for medications,dna test for medication metabolism,USD,2,1,15.54,0,0,0, --, --
SS - DNA Testing A,Mar-23,20/03/2023,dna test for medication,gene testing for medication,USD,2,1,4.68,0,0,0, --, --
SS - Brand,Mar-23,13/03/2023,ClarityX,clarity x,USD,33,7,5.3,0,0,0, --, --
SS - Competitors,Apr-23,17/04/2023,genesight testing,genesight testing at home,USD,3,2,10.84,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,6/03/2023,genetic testing for mental health medication,genetic testing for psychiatric medications,USD,5,1,7.25,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic medication testing,genetic testing for depression medications,USD,1,1,5.6,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,8/05/2023,genetic testing for bipolar medication,genetic test for bipolar disorder,USD,2,1,1.21,0,0,0, --, --
SS - DNA Testing B,Mar-23,13/03/2023,depression dna test swab,dna testing for antidepressants,USD,1,2,27.64,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,22/05/2023,genetic testing depression,genetic testing depression,USD,12,1,4.53,0,0,0, --, --
SS - Competitors,May-23,8/05/2023,genesight.com,genesight com,USD,13,1,4.48,0,0,0, --, --
SS - Competitors,Jan-23,23/01/2023,genesight.com,genesight psychotropic combinatorial pharmacogenomic test,USD,1,1,3.07,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,30/01/2023,genetic testing for mental health medication,genetic psychotropic testing,USD,1,1,3.87,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenomics testing,genetic testing for drug metabolism,USD,2,1,2.95,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,adhd genetic testing,genetic testing for adhd,USD,1,1,4.23,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pgx testing companies,best pharmacogenetic testing companies,USD,5,1,3.2,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,dna pharmacogenetic testing,cheek swab dna test for medication,USD,1,1,2.55,0,0,0, --, --
SS - DNA Testing A,Mar-23,13/03/2023,dna test antidepressants,dna test for best antidepressant,USD,2,1,7.31,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna testing for psychiatric drugs,genetic testing for mental health,USD,11,1,3.11,0,0,0, --, --
SS - DNA Testing B,Jan-23,2/01/2023,dna test for anxiety medication,test to see which antidepressant works best for you,USD,11,2,9.28,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,1/05/2023,genetic testing for mental health medication,genetic testing for mental health,USD,11,3,17.69,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetics test,genetic testing for drug efficacy,USD,1,1,2.87,0,0,0, --, --
SS - Brand,Apr-23,10/04/2023,clarityx dna reviews,clarity x dna test reviews,USD,7,3,16.23,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetics test,genetic testing for medications,USD,6,1,2.84,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenomic testing,pharmacogenic testing,USD,1,1,3.62,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic testing for antidepressants,blood test to determine best antidepressant,USD,5,1,4.08,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna test for medication,dna testing for medications,USD,2,1,3.63,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/03/2023,ADHD dna test psychiatry,genetic testing for adhd,USD,8,1,4.46,0,0,0, --, --
SS - DNA Testing B,May-23,8/05/2023,dna test for anxiety medication,genetic marker for anxiety,USD,1,1,1.74,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic test for medication,medication sensitivity testing,USD,5,1,5.43,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic test for medication,gene testing for medications,USD,11,2,12.04,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic testing for antidepressant response,blood test to see which antidepressant works best,USD,10,1,9.26,0,0,0, --, --
SS - Pharmacogenetic,May-23,1/05/2023,pharmacogenomic test,pharmacogenomics testing at home,USD,8,1,7.05,0,0,0, --, --
SS - DNA Testing B,Apr-23,10/04/2023,dna test for anxiety medication,saliva test to determine best antidepressant,USD,1,1,12.78,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/02/2023,dna test antidepressants,dna test for ssri,USD,1,1,4.11,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic testing for psychotropic medications,gene testing for medications,USD,1,1,1.65,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,ssri genetic testing,genetic testing for ssri response,USD,11,1,2.56,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,27/02/2023,genetic testing for antidepressants,test to see what antidepressant will work,USD,1,1,2.51,0,0,0, --, --
SS - DNA Testing B,Mar-23,13/03/2023,dna test for depression,dna testing for depression,USD,3,1,8.69,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenomics testing,gene test for medications,USD,1,1,1.95,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,27/03/2023,pharmacogenetics testing,pharmacogenetics testing,USD,3,1,1.71,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenetics,pharmacogenomic,USD,23,1,1.7,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,30,5,30.91,299.25,1,9.68,30.91,299.25
SS - Genetic Testing TROAS,Apr-23,10/04/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,33,3,20.67,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,genetic medication testing,centogene genetic testing,USD,1,1,4.23,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing for medication adhd,genetic testing adhd,USD,10,1,4.26,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,23/01/2023,genetic medication testing,psychiatric genetic testing,USD,4,1,6.6,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic test for antidepressants,genetic test for antidepressants,USD,86,6,42.08,299.25,1,7.11,42.08,299.25
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic testing for antidepressants,blood test for antidepressants,USD,19,4,19.97,199.5,1,9.99,19.97,199.5
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic test for medication,genetic test for medications,USD,3,1,9.55,0,0,0, --, --
SS - DNA Testing B,Apr-23,3/04/2023,dna test for anxiety medication,best ssri for anxiety and depression,USD,5,1,4.15,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenetics test,dna medication testing,USD,2,1,4.19,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetic tests,pharmacogenetic tests,USD,21,2,4.05,74.85,0.2,18.48,20.25,374.25
SS - Genetic Testing - Sol8,Feb-23,6/02/2023,genetic testing for mental health medication,genetic testing for mental health disorders,USD,3,1,3.13,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetics test,medication dna test,USD,10,1,8.1,0,0,0, --, --
SS - Pharmacogenetic,May-23,1/05/2023,pgx testing companies,pgx testing companies,USD,7,1,3.27,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,6/02/2023,pharmacogenomics testing,medicine genetic testing,USD,3,1,6.58,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,8/05/2023,genetic testing for antidepressants,genetic testing for antidepressants,USD,194,14,86.31,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,genetic test for medication compatibility,USD,4,1,4.4,0,0,0, --, --
SS - Competitors,Apr-23,24/04/2023,genesight testing,genesight testing,USD,"1,819",249,673.97,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic test for medication,genetic testing to find out what medications work,USD,2,1,2.5,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic test for medication,genetic test medication,USD,2,1,4.22,0,0,0, --, --
SS - Competitors,Apr-23,27/03/2023,genesight test,gene sight test,USD,9,2,5.71,0,0,0, --, --
SS - DNA Testing A,Apr-23,10/04/2023,dna test antidepressants,dna testing for anxiety medication,USD,1,1,6.06,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna test antidepressants,dna test for best antidepressant,USD,2,1,16.44,0,0,0, --, --
SS - DNA Testing A,Apr-23,3/04/2023,dna test for antidepressants,dna test for antidepressants,USD,40,1,6.53,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,3/04/2023,pharmacogenomics testing near me,pharmacogenomics testing near me,USD,4,1,3.6,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,genetic test for medication,gene medication test,USD,4,1,3.68,0,0,0, --, --
SS - DNA Testing A,Jan-23,30/01/2023,dna test for medication,blood test for medication compatibility,USD,1,1,4.27,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic testing for antidepressants,test to see what antidepressant will work,USD,9,3,6.4,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenomics testing,pharmacogenomics test,USD,5,1,1.86,0,0,0, --, --
SS - DNA Testing A,Apr-23,24/04/2023,dna medical testing for medications,dna medicine,USD,1,1,5.03,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetic testing at home,pharmacogenomics testing at home,USD,11,4,15.01,0,0,0, --, --
SS - Competitors,Mar-23,6/03/2023,genesight psychotropic test,genesight psychotropic test,USD,44,5,15.71,374.25,1,23.82,15.71,374.25
SS - Brand,Feb-23,6/02/2023,ClarityX,clarity x id,USD,16,1,0.77,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenomics testing,drug metabolism testing,USD,1,1,4.35,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetic testing for depression,dna depression test,USD,1,1,22.33,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna testing for psychiatric drugs,genetic testing for psychiatric medications near me,USD,1,1,20.84,0,0,0, --, --
SS - DNA Testing B,Feb-23,20/02/2023,ADHD dna test psychiatry,adhd blood test,USD,1,2,1.73,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic testing depression,depression genetic testing,USD,5,1,5.75,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,9/01/2023,genetic testing for mental health medication,test to see what medication works for you,USD,3,2,4.78,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,dna test for depression medication,test to see what antidepressant will work,USD,1,1,12.67,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/02/2023,pharmacogenomic testing near me,pharmacogenetics testing near me,USD,1,1,2.43,0,0,0, --, --
SS - DNA Testing A,Mar-23,27/03/2023,dna testing for psychiatric drugs,genetic testing for mental health medications,USD,5,1,4.22,0,0,0, --, --
SS - DNA Testing A,May-23,1/05/2023,dna test for antidepressants,dna testing for antidepressants,USD,10,2,20.57,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna test for antidepressants,dna swab test for antidepressants,USD,1,1,5.02,374.25,1,74.55,5.02,374.25
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic medication testing,statin smart genetic test,USD,14,3,13.1,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,genetic medication testing,genetic testing for psychiatric medications 2023,USD,3,1,14.18,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic medication testing,mthfr gene testing near me,USD,4,1,3.87,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,dna test for medication,dna testing for anxiety medicine,USD,2,1,4.34,0,0,0, --, --
SS - DNA Testing A,Apr-23,17/04/2023,dna test for medication,dna testing for medication,USD,20,1,2.32,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,swab test for medications,USD,16,1,4.76,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic test for medication,genetic testing medicine,USD,3,1,7.46,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic testing for depression meds,blood test for antidepressants,USD,3,2,8.38,299.25,1,35.71,8.38,299.25
SS - DNA Testing A,Jan-23,16/01/2023,dna test for antidepressants,dna testing for antidepressants,USD,16,2,15.52,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,27/02/2023,ssri genetic testing,ssri genetic testing,USD,1,1,2.35,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,1/05/2023,antidepressant genetic test,antidepressant genetic test,USD,17,2,5.22,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,16/01/2023,genetic testing for mental health medication,genetic testing medication,USD,3,1,7.97,0,0,0, --, --
SS - DNA Testing B,Apr-23,3/04/2023,Mental Health dna test,dna testing for antidepressants,USD,7,1,4.95,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic testing for psychiatric medications,genetic testing for psychiatric medications,USD,128,11,62.67,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,27/02/2023,pharmacogenetic tests,pharmacogenic testing,USD,1,1,1.88,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenomic testing,genetic testing to see what medications work,USD,2,1,2.04,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,13/03/2023,pharmacogenomics testing,pharmacogenomic tests,USD,9,1,3.91,0,0,0, --, --
SS - Brand,Mar-23,20/03/2023,clarityx dna reviews,clarity x dna test reviews,USD,9,6,33.53,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic test for antidepressants,blood test to determine best antidepressant,USD,2,1,4.19,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,27/03/2023,genetic testing for antidepressants,genetic antidepressant testing,USD,1,1,8.8,0,0,0, --, --
SS - DNA Testing B,Jan-23,2/01/2023,ADHD dna test psychiatry,genetic testing for add,USD,1,2,8.3,299.25,1,36.05,8.3,299.25
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmacogenomic test,test to see what medications work for you,USD,6,1,1.38,0,0,0, --, --
